p,k,Nnew,LMFDB_label,twist,ap_sign,sLinv,sLderiv,sLval,rhobar,epp,fpp
7,66,21,21.66.a.d,5,-1,-19,0,19,2:[1:2];5:[1:4];11:[1:4];13:[1:0],1,1
7,66,21,21.66.a.d,5,-1,-6,1,7,2:[1:2];5:[1:4];11:[1:4];13:[1:0],1,1
7,66,21,21.66.a.d,5,-1,-1,0,1,2:[1:2];5:[1:4];11:[1:4];13:[1:0],1,1
7,66,21,21.66.a.d,5,-1,-14,1,15,2:[1:2];5:[1:4];11:[1:4];13:[1:0],1,1
7,66,21,21.66.a.d,5,-1,-20,-1,19,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
7,66,21,21.66.a.d,5,-1,-24,-1,23,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
7,66,21,21.66.a.d,5,-1,-1,-1,0,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
7,66,21,21.66.a.d,5,-1,-12,0,12,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
7,66,21,21.66.a.d,5,-1,-6,0,6,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
7,66,21,21.66.a.d,5,-1,-9,0,9,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
7,66,21,21.66.a.d,5,-1,-17,2,19,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,2
7,66,21,21.66.a.d,5,-1,-10,0,10,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
7,66,21,21.66.a.d,5,-1,-4,1,5,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
7,66,21,21.66.a.d,5,-1,-3,1,4,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
7,66,21,21.66.a.d,5,-1,-22,0,22,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
7,66,21,21.66.a.d,5,-1,-22,0,22,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
3,68,21,21.68.a.c,8,-1,-17,1,18,2:[1:0];5:[1:0],1,1
3,68,21,21.68.a.c,8,-1,-6,1,7,2:[1:0];5:[1:0],1,1
3,68,21,21.68.a.c,8,-1,-11,4,15,2:[1:0];5:[1:0],1,1
3,68,21,21.68.a.c,8,-1,-8,2,10,2:[1:0];5:[1:0],1,1
3,68,21,21.68.a.c,8,-1,-15,2,17,2:[1:0];5:[1:0],1,1
3,68,21,21.68.a.c,8,-1,-16,-1,15,2:[1:0];5:[1:0],2,1
3,68,21,21.68.a.c,8,-1,-7,-1,6,2:[1:0];5:[1:0],2,1
3,68,21,21.68.a.c,8,-1,-10,1,11,2:[1:0];5:[1:0],2,1
3,68,21,21.68.a.c,8,-1,-13,0,13,2:[1:0];5:[1:0],2,1
3,68,21,21.68.a.c,8,-1,-5/2,1/2,3,2:[1:0];5:[1:0],2,1
3,68,21,21.68.a.c,8,-1,-19,-1,18,2:[1:0];5:[1:0],2,1
7,68,21,21.68.a.c,8,1,-22,0,22,2:[1:1];5:[1:2];11:[1:3];13:[1:2],1,1
7,68,21,21.68.a.c,8,1,-3,1,4,2:[1:1];5:[1:2];11:[1:3];13:[1:2],1,1
7,68,21,21.68.a.c,8,1,-9,1,10,2:[1:1];5:[1:2];11:[1:3];13:[1:2],1,1
7,68,21,21.68.a.c,8,1,-17,2,19,2:[1:1];5:[1:2];11:[1:3];13:[1:2],1,1
7,68,21,21.68.a.c,8,1,-16,1,17,2:[1:4];5:[1:1];11:[1:2];13:[1:0],1,1
7,68,21,21.68.a.c,8,1,-10,0,10,2:[1:4];5:[1:1];11:[1:2];13:[1:0],1,1
7,68,21,21.68.a.c,8,1,-22,0,22,2:[1:4];5:[1:1];11:[1:2];13:[1:0],1,1
7,68,21,21.68.a.c,8,1,-3,2,5,2:[1:4];5:[1:1];11:[1:2];13:[1:0],1,1
7,68,21,21.68.a.c,8,1,-14,1,15,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,68,21,21.68.a.c,8,1,-20,0,20,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,68,21,21.68.a.c,8,1,-24,0,24,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,68,21,21.68.a.c,8,1,-20,0,20,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,68,21,21.68.a.c,8,1,-24,0,24,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,68,21,21.68.a.c,8,1,-12,0,12,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,68,21,21.68.a.c,8,1,-7,0,7,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,68,21,21.68.a.c,8,1,-1,0,1,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,68,21,21.68.a.c,8,1,-6,1,7,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
3,68,21,21.68.a.b,5,-1,-4,2,6,2:[1:1];5:[1:2],1,1
3,68,21,21.68.a.b,5,-1,-18,1,19,2:[1:1];5:[1:2],1,1
3,68,21,21.68.a.b,5,-1,-11,4,15,2:[1:1];5:[1:2],1,1
3,68,21,21.68.a.b,5,-1,-14,1,15,2:[1:1];5:[1:2],1,1
3,68,21,21.68.a.b,5,-1,-9,2,11,2:[1:1];5:[1:2],1,1
3,68,21,21.68.a.b,5,-1,-3,0,3,2:[1:1];5:[1:2],1,1
3,68,21,21.68.a.b,5,-1,-15,0,15,2:[1:1];5:[1:2],1,1
3,68,21,21.68.a.b,5,-1,-8,0,8,2:[1:1];5:[1:2],1,1
3,68,21,21.68.a.b,5,-1,-11,2,13,2:[1:2];5:[1:1],1,1
3,68,21,21.68.a.b,5,-1,-18,-1,17,2:[1:2];5:[1:1],1,1
3,68,21,21.68.a.b,5,-1,-4,-1,3,2:[1:2];5:[1:1],1,1
3,68,21,21.68.a.b,5,-1,-6,-1,5,2:[1:2];5:[1:1],1,1
3,68,21,21.68.a.b,5,-1,-17,-1,16,2:[1:2];5:[1:1],1,1
3,68,21,21.68.a.b,5,-1,-11,2,13,2:[1:2];5:[1:1],1,1
3,68,21,21.68.a.b,5,-1,-14,-2,12,2:[1:2];5:[1:1],1,1
3,68,21,21.68.a.b,5,-1,-9,-2,7,2:[1:2];5:[1:1],1,1
3,68,21,21.68.a.b,5,-1,-3,-3,0,2:[1:2];5:[1:1],1,1
7,68,21,21.68.a.b,5,-1,-22,0,22,2:[1:1];5:[1:2];11:[1:3];13:[1:2],1,1
7,68,21,21.68.a.b,5,-1,-3,1,4,2:[1:1];5:[1:2];11:[1:3];13:[1:2],1,1
7,68,21,21.68.a.b,5,-1,-9,1,10,2:[1:1];5:[1:2];11:[1:3];13:[1:2],1,1
7,68,21,21.68.a.b,5,-1,-17,2,19,2:[1:1];5:[1:2];11:[1:3];13:[1:2],1,1
7,68,21,21.68.a.b,5,-1,-16,1,17,2:[1:4];5:[1:1];11:[1:2];13:[1:0],1,1
7,68,21,21.68.a.b,5,-1,-10,0,10,2:[1:4];5:[1:1];11:[1:2];13:[1:0],1,1
7,68,21,21.68.a.b,5,-1,-22,0,22,2:[1:4];5:[1:1];11:[1:2];13:[1:0],1,1
7,68,21,21.68.a.b,5,-1,-3,2,5,2:[1:4];5:[1:1];11:[1:2];13:[1:0],1,1
7,68,21,21.68.a.b,5,-1,-14,1,15,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,68,21,21.68.a.b,5,-1,-20,0,20,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,68,21,21.68.a.b,5,-1,-24,0,24,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,68,21,21.68.a.b,5,-1,-20,0,20,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,68,21,21.68.a.b,5,-1,-24,0,24,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,68,21,21.68.a.b,5,-1,-12,0,12,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,68,21,21.68.a.b,5,-1,-1,0,1,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,68,21,21.68.a.b,5,-1,-7,0,7,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,68,21,21.68.a.b,5,-1,-6,1,7,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
3,70,21,21.70.a.b,8,-1,-3,1,4,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.b,8,-1,-19,0,19,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.b,8,-1,-16,0,16,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.b,8,-1,-7,0,7,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.b,8,-1,-13,1,14,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.b,8,-1,-10,2,12,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.b,8,-1,-14,2,16,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.b,8,-1,-9,2,11,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.b,8,-1,-16,-2,14,2:[1:2];5:[1:1],1,1
3,70,21,21.70.a.b,8,-1,-7,-2,5,2:[1:2];5:[1:1],1,1
3,70,21,21.70.a.b,8,-1,-13,-2,11,2:[1:2];5:[1:1],1,1
3,70,21,21.70.a.b,8,-1,-10,-2,8,2:[1:2];5:[1:1],1,1
3,70,21,21.70.a.b,8,-1,-3,-2,1,2:[1:2];5:[1:1],1,1
3,70,21,21.70.a.b,8,-1,-19,-2,17,2:[1:2];5:[1:1],1,1
3,70,21,21.70.a.b,8,-1,-18,0,18,2:[1:2];5:[1:1],1,1
3,70,21,21.70.a.b,8,-1,-4,1,5,2:[1:2];5:[1:1],1,1
3,70,21,21.70.a.b,8,-1,-11,3,14,2:[1:2];5:[1:1],1,1
7,70,21,21.70.a.b,13,-1,-17,0,17,2:[1:1];5:[1:5];11:[1:1];13:[1:0],1,1
7,70,21,21.70.a.b,13,-1,-9,1,10,2:[1:1];5:[1:5];11:[1:1];13:[1:0],1,1
7,70,21,21.70.a.b,13,-1,-3,1,4,2:[1:1];5:[1:5];11:[1:1];13:[1:0],1,1
7,70,21,21.70.a.b,13,-1,-22,0,22,2:[1:1];5:[1:5];11:[1:1];13:[1:0],1,1
7,70,21,21.70.a.b,13,-1,-16,-1,15,2:[1:2];5:[1:3];11:[1:5];13:[1:5],1,1
7,70,21,21.70.a.b,13,-1,-3,0,3,2:[1:2];5:[1:3];11:[1:5];13:[1:5],1,1
7,70,21,21.70.a.b,13,-1,-9,0,9,2:[1:2];5:[1:3];11:[1:5];13:[1:5],1,1
7,70,21,21.70.a.b,13,-1,-22,-1,21,2:[1:2];5:[1:3];11:[1:5];13:[1:5],1,1
7,70,21,21.70.a.b,13,-1,-1,0,1,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,1
7,70,21,21.70.a.b,13,-1,-24,0,24,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,2
7,70,21,21.70.a.b,13,-1,-20,0,20,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,2
7,70,21,21.70.a.b,13,-1,-14,0,14,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,2
7,70,21,21.70.a.b,13,-1,-7,0,7,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,1
7,70,21,21.70.a.b,13,-1,-6,1,7,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,1
3,72,21,21.72.a.a,13,1,-3,-1,2,2:[1:1];5:[1:2],1,1
3,72,21,21.72.a.a,13,1,-20,-1,19,2:[1:1];5:[1:2],1,1
3,72,21,21.72.a.a,13,1,-9,1,10,2:[1:1];5:[1:2],2,1
3,72,21,21.72.a.a,13,1,-14,1,15,2:[1:1];5:[1:2],2,1
3,72,21,21.72.a.a,13,1,-4,4,8,2:[1:1];5:[1:2],1,1
3,72,21,21.72.a.a,13,1,-18,3,21,2:[1:1];5:[1:2],1,1
3,72,21,21.72.a.a,13,1,-11,6,17,2:[1:1];5:[1:2],1,1
3,72,21,21.72.a.a,13,1,-12,0,12,2:[1:2];5:[1:1],1,1
3,72,21,21.72.a.a,13,1,-11,0,11,2:[1:2];5:[1:1],1,1
3,72,21,21.72.a.a,13,1,-18,0,18,2:[1:2];5:[1:1],2,1
3,72,21,21.72.a.a,13,1,-4,1,5,2:[1:2];5:[1:1],2,1
3,72,21,21.72.a.a,13,1,-9,2,11,2:[1:2];5:[1:1],1,1
3,72,21,21.72.a.a,13,1,-14,2,16,2:[1:2];5:[1:1],1,1
7,72,21,21.72.a.a,13,-1,-6,2,8,2:[1:2];5:[1:3];11:[1:4];13:[1:0],1,1
7,72,21,21.72.a.a,13,-1,-14,2,16,2:[1:2];5:[1:3];11:[1:4];13:[1:0],1,1
7,72,21,21.72.a.a,13,-1,-24,2,26,2:[1:2];5:[1:3];11:[1:4];13:[1:0],1,1
7,72,21,21.72.a.a,13,-1,-20,2,22,2:[1:2];5:[1:3];11:[1:4];13:[1:0],1,1
7,72,21,21.72.a.a,13,-1,-7,2,9,2:[1:4];5:[1:6];11:[1:6];13:[1:5],1,1
7,72,21,21.72.a.a,13,-1,-20,2,22,2:[1:4];5:[1:6];11:[1:6];13:[1:5],1,1
7,72,21,21.72.a.a,13,-1,-24,2,26,2:[1:4];5:[1:6];11:[1:6];13:[1:5],1,1
7,72,21,21.72.a.a,13,-1,-14,2,16,2:[1:4];5:[1:6];11:[1:6];13:[1:5],1,1
7,72,21,21.72.a.a,13,-1,-22,0,22,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,2
7,72,21,21.72.a.a,13,-1,-9,1,10,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,2
7,72,21,21.72.a.a,13,-1,-3,1,4,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,2
7,72,21,21.72.a.a,13,-1,-27,-1,26,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
7,72,21,21.72.a.a,13,-1,-17,-1,16,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
7,72,21,21.72.a.a,13,-1,-16,-1,15,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
3,68,21,21.68.a.d,1,1,-17,1,18,2:[1:0];5:[1:0],1,1
3,68,21,21.68.a.d,1,1,-6,1,7,2:[1:0];5:[1:0],1,1
3,68,21,21.68.a.d,1,1,-11,4,15,2:[1:0];5:[1:0],1,1
3,68,21,21.68.a.d,1,1,-8,-2,6,2:[1:0];5:[1:0],1,1
3,68,21,21.68.a.d,1,1,-15,-2,13,2:[1:0];5:[1:0],1,1
3,68,21,21.68.a.d,1,1,-3,-2,1,2:[1:0];5:[1:0],1,1
3,68,21,21.68.a.d,1,1,-16,-2,14,2:[1:0];5:[1:0],2,1
3,68,21,21.68.a.d,1,1,-7,-2,5,2:[1:0];5:[1:0],2,1
3,68,21,21.68.a.d,1,1,-10,0,10,2:[1:0];5:[1:0],2,1
3,68,21,21.68.a.d,1,1,-13,-1,12,2:[1:0];5:[1:0],2,1
3,68,21,21.68.a.d,1,1,-3,-1,2,2:[1:0];5:[1:0],2,1
3,68,21,21.68.a.d,1,1,-19,-2,17,2:[1:0];5:[1:0],2,1
7,68,21,21.68.a.d,1,1,-1,-1,0,2:[1:1];5:[1:5];11:[1:3];13:[1:5],1,1
7,68,21,21.68.a.d,1,1,-20,-1,19,2:[1:1];5:[1:5];11:[1:3];13:[1:5],1,1
7,68,21,21.68.a.d,1,1,-24,-1,23,2:[1:1];5:[1:5];11:[1:3];13:[1:5],1,1
7,68,21,21.68.a.d,1,1,-14,-1,13,2:[1:1];5:[1:5];11:[1:3];13:[1:5],1,1
7,68,21,21.68.a.d,1,1,-6,0,6,2:[1:1];5:[1:5];11:[1:3];13:[1:5],1,1
7,68,21,21.68.a.d,1,1,-7,-1,6,2:[1:4];5:[1:6];11:[1:2];13:[1:0],1,1
7,68,21,21.68.a.d,1,1,-12,-1,11,2:[1:4];5:[1:6];11:[1:2];13:[1:0],1,1
7,68,21,21.68.a.d,1,1,-1,-1,0,2:[1:4];5:[1:6];11:[1:2];13:[1:0],1,1
7,68,21,21.68.a.d,1,1,-20,1,21,2:[1:4];5:[1:6];11:[1:2];13:[1:0],1,1
7,68,21,21.68.a.d,1,1,-24,0,24,2:[1:4];5:[1:6];11:[1:2];13:[1:0],1,1
7,68,21,21.68.a.d,1,1,-9,-1,8,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
7,68,21,21.68.a.d,1,1,-3,0,3,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
7,68,21,21.68.a.d,1,1,-3,0,3,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
7,68,21,21.68.a.d,1,1,-22,-1,21,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
7,68,21,21.68.a.d,1,1,-10,-1,9,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
7,68,21,21.68.a.d,1,1,-16,0,16,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
7,68,21,21.68.a.d,1,1,-22,-1,21,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
7,68,21,21.68.a.d,1,1,-17,-1,16,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
3,70,21,21.70.a.c,5,-1,-9,1,10,2:[1:0];5:[1:0],1,1
3,70,21,21.70.a.c,5,-1,-14,1,15,2:[1:0];5:[1:0],1,1
3,70,21,21.70.a.c,5,-1,-18,1,19,2:[1:0];5:[1:0],1,1
3,70,21,21.70.a.c,5,-1,-4,2,6,2:[1:0];5:[1:0],1,1
3,70,21,21.70.a.c,5,-1,-11,4,15,2:[1:0];5:[1:0],1,1
3,70,21,21.70.a.c,5,-1,-9,-1,8,2:[1:0];5:[1:0],2,1
3,70,21,21.70.a.c,5,-1,-14,-1,13,2:[1:0];5:[1:0],2,1
3,70,21,21.70.a.c,5,-1,-3,-2,1,2:[1:0];5:[1:0],2,1
3,70,21,21.70.a.c,5,-1,-18,1,19,2:[1:0];5:[1:0],2,1
3,70,21,21.70.a.c,5,-1,-4,2,6,2:[1:0];5:[1:0],2,1
3,70,21,21.70.a.c,5,-1,-11,4,15,2:[1:0];5:[1:0],2,1
7,70,21,21.70.a.c,1,1,-17,0,17,2:[1:1];5:[1:5];11:[1:1];13:[1:0],1,1
7,70,21,21.70.a.c,1,1,-9,1,10,2:[1:1];5:[1:5];11:[1:1];13:[1:0],1,1
7,70,21,21.70.a.c,1,1,-3,1,4,2:[1:1];5:[1:5];11:[1:1];13:[1:0],1,1
7,70,21,21.70.a.c,1,1,-22,0,22,2:[1:1];5:[1:5];11:[1:1];13:[1:0],1,1
7,70,21,21.70.a.c,1,1,-16,-1,15,2:[1:2];5:[1:3];11:[1:5];13:[1:5],1,1
7,70,21,21.70.a.c,1,1,-3,0,3,2:[1:2];5:[1:3];11:[1:5];13:[1:5],1,1
7,70,21,21.70.a.c,1,1,-9,0,9,2:[1:2];5:[1:3];11:[1:5];13:[1:5],1,1
7,70,21,21.70.a.c,1,1,-22,-1,21,2:[1:2];5:[1:3];11:[1:5];13:[1:5],1,1
7,70,21,21.70.a.c,1,1,-1,0,1,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,1
7,70,21,21.70.a.c,1,1,-24,0,24,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,2
7,70,21,21.70.a.c,1,1,-20,0,20,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,2
7,70,21,21.70.a.c,1,1,-14,0,14,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,2
7,70,21,21.70.a.c,1,1,-7,0,7,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,1
7,70,21,21.70.a.c,1,1,-6,1,7,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,1
3,78,21,21.78.a.a,13,1,-15,5,20,2:[1:0];5:[1:0],1,1
3,78,21,21.78.a.a,13,1,-7,6,13,2:[1:0];5:[1:0],1,1
3,78,21,21.78.a.a,13,1,-20,6,26,2:[1:0];5:[1:0],1,1
3,78,21,21.78.a.a,13,1,-12,-2,10,2:[1:0];5:[1:0],1,1
3,78,21,21.78.a.a,13,1,-17,0,17,2:[1:0];5:[1:0],1,1
3,78,21,21.78.a.a,13,1,-5,1,6,2:[1:0];5:[1:0],1,1
3,78,21,21.78.a.a,13,1,-16,2,18,2:[1:0];5:[1:0],2,1
3,78,21,21.78.a.a,13,1,-6,3,9,2:[1:0];5:[1:0],2,1
3,78,21,21.78.a.a,13,1,-19,2,21,2:[1:0];5:[1:0],2,1
3,78,21,21.78.a.a,13,1,-3,3,6,2:[1:0];5:[1:0],2,1
3,78,21,21.78.a.a,13,1,-13,0,13,2:[1:0];5:[1:0],2,1
3,78,21,21.78.a.a,13,1,-10,1,11,2:[1:0];5:[1:0],2,1
7,78,21,21.78.a.a,8,1,-13,6,19,2:[1:2];5:[1:4];11:[1:4];13:[1:0],1,1
7,78,21,21.78.a.a,8,1,-23,8,31,2:[1:2];5:[1:4];11:[1:4];13:[1:0],1,1
7,78,21,21.78.a.a,8,1,-21,8,29,2:[1:2];5:[1:4];11:[1:4];13:[1:0],1,1
7,78,21,21.78.a.a,8,1,-6,7,13,2:[1:2];5:[1:4];11:[1:4];13:[1:0],1,1
7,78,21,21.78.a.a,8,1,-6,2,8,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
7,78,21,21.78.a.a,8,1,-19,1,20,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
7,78,21,21.78.a.a,8,1,-25,1,26,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
7,78,21,21.78.a.a,8,1,-13,1,14,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
7,78,21,21.78.a.a,8,1,-17,0,17,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,2
7,78,21,21.78.a.a,8,1,-27,0,27,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,2
7,78,21,21.78.a.a,8,1,-11,2,13,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,2
7,78,21,21.78.a.a,8,1,-22,2,24,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
7,78,21,21.78.a.a,8,1,-4,1,5,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
7,78,21,21.78.a.a,8,1,-22,2,24,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
7,78,21,21.78.a.a,8,1,-2,1,3,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
3,78,21,21.78.a.b,5,-1,-15,1,16,2:[1:0];5:[1:0],1,1
3,78,21,21.78.a.b,5,-1,-7,2,9,2:[1:0];5:[1:0],1,1
3,78,21,21.78.a.b,5,-1,-3,-1,2,2:[1:0];5:[1:0],1,1
3,78,21,21.78.a.b,5,-1,-20,0,20,2:[1:0];5:[1:0],1,1
3,78,21,21.78.a.b,5,-1,-12,-2,10,2:[1:0];5:[1:0],1,1
3,78,21,21.78.a.b,5,-1,-17,0,17,2:[1:0];5:[1:0],1,1
3,78,21,21.78.a.b,5,-1,-5,1,6,2:[1:0];5:[1:0],1,1
3,78,21,21.78.a.b,5,-1,-16,1,17,2:[1:0];5:[1:0],2,1
3,78,21,21.78.a.b,5,-1,-6,2,8,2:[1:0];5:[1:0],2,1
3,78,21,21.78.a.b,5,-1,-19,1,20,2:[1:0];5:[1:0],2,1
3,78,21,21.78.a.b,5,-1,-5/2,5/2,5,2:[1:0];5:[1:0],2,1
3,78,21,21.78.a.b,5,-1,-13,-1,12,2:[1:0];5:[1:0],2,1
3,78,21,21.78.a.b,5,-1,-10,0,10,2:[1:0];5:[1:0],2,1
7,78,21,21.78.a.b,1,1,-11,2,13,2:[1:2];5:[1:3];11:[1:4];13:[1:0],1,1
7,78,21,21.78.a.b,1,1,-2,1,3,2:[1:2];5:[1:3];11:[1:4];13:[1:0],1,1
7,78,21,21.78.a.b,1,1,-17,0,17,2:[1:2];5:[1:3];11:[1:4];13:[1:0],1,1
7,78,21,21.78.a.b,1,1,-27,0,27,2:[1:2];5:[1:3];11:[1:4];13:[1:0],1,1
7,78,21,21.78.a.b,1,1,-22,2,24,2:[1:2];5:[1:3];11:[1:4];13:[1:0],1,1
7,78,21,21.78.a.b,1,1,-17,-1,16,2:[1:4];5:[1:6];11:[1:6];13:[1:5],1,1
7,78,21,21.78.a.b,1,1,-27,-1,26,2:[1:4];5:[1:6];11:[1:6];13:[1:5],1,1
7,78,21,21.78.a.b,1,1,-4,-1,3,2:[1:4];5:[1:6];11:[1:6];13:[1:5],1,1
7,78,21,21.78.a.b,1,1,-22,1,23,2:[1:4];5:[1:6];11:[1:6];13:[1:5],1,1
7,78,21,21.78.a.b,1,1,-11,1,12,2:[1:4];5:[1:6];11:[1:6];13:[1:5],1,1
7,78,21,21.78.a.b,1,1,-6,1,7,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,2
7,78,21,21.78.a.b,1,1,-13,0,13,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,2
7,78,21,21.78.a.b,1,1,-1,0,1,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
7,78,21,21.78.a.b,1,1,-25,-1,24,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
7,78,21,21.78.a.b,1,1,-19,-1,18,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
7,78,21,21.78.a.b,1,1,-21,1,22,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
7,78,21,21.78.a.b,1,1,-23,1,24,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
3,70,21,21.70.a.d,1,1,-2,0,2,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.d,1,1,-19,-2,17,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.d,1,1,-16,-2,14,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.d,1,1,-7,-2,5,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.d,1,1,-13,-1,12,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.d,1,1,-10,0,10,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.d,1,1,-14,-2,12,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.d,1,1,-9,-2,7,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.d,1,1,-3,-3,0,2:[1:1];5:[1:2],1,1
3,70,21,21.70.a.d,1,1,-16,-2,14,2:[1:2];5:[1:1],1,1
3,70,21,21.70.a.d,1,1,-7,-2,5,2:[1:2];5:[1:1],1,1
3,70,21,21.70.a.d,1,1,-13,-2,11,2:[1:2];5:[1:1],1,1
3,70,21,21.70.a.d,1,1,-10,-2,8,2:[1:2];5:[1:1],1,1
3,70,21,21.70.a.d,1,1,-1,0,1,2:[1:2];5:[1:1],1,1
3,70,21,21.70.a.d,1,1,-19,-2,17,2:[1:2];5:[1:1],1,1
3,70,21,21.70.a.d,1,1,-18,2,20,2:[1:2];5:[1:1],1,1
3,70,21,21.70.a.d,1,1,-4,3,7,2:[1:2];5:[1:1],1,1
3,70,21,21.70.a.d,1,1,-11,5,16,2:[1:2];5:[1:1],1,1
7,70,21,21.70.a.d,5,-1,-6,1,7,2:[1:1];5:[1:2];11:[1:1];13:[1:0],1,1
7,70,21,21.70.a.d,5,-1,-14,0,14,2:[1:1];5:[1:2];11:[1:1];13:[1:0],1,1
7,70,21,21.70.a.d,5,-1,-20,0,20,2:[1:1];5:[1:2];11:[1:1];13:[1:0],1,1
7,70,21,21.70.a.d,5,-1,-24,0,24,2:[1:1];5:[1:2];11:[1:1];13:[1:0],1,1
7,70,21,21.70.a.d,5,-1,-1,1,2,2:[1:1];5:[1:2];11:[1:1];13:[1:0],1,1
