p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
17,51,8,51.8.a.c,-2,1,3,-7,-1,2:[1:6];5:[1:13];7:[1:8];11:[1:15];13:[1:7];19:[1:7];23:[1:9];29:[1:11];31:[1:12];37:[1:9];41:[1:1];43:[1:6];47:[1:5];53:[1:14];59:[1:5];61:[1:7];67:[1:1];71:[1:13];73:[1:4];79:[1:8];83:[1:9];89:[1:5];97:[1:12];101:[1:1],1,1
17,51,8,51.8.a.c,-1,1,2,-7,-1,2:[1:10];5:[1:14];7:[1:4];11:[1:3];13:[1:14];19:[1:4];23:[1:12];29:[1:14];31:[1:13];37:[1:4];41:[1:0];43:[1:12];47:[1:8];53:[1:11];59:[1:4];61:[1:6];67:[1:16];71:[1:6];73:[1:12];79:[1:3];83:[1:3];89:[1:0];97:[1:2];101:[1:3],1,1
17,51,8,51.8.a.c,-2,0,2,-7,-1,2:[1:12];5:[1:4];7:[1:8];11:[1:16];13:[1:2];19:[1:7];23:[1:8];29:[1:2];31:[1:8];37:[1:5];41:[1:14];43:[1:6];47:[1:10];53:[1:7];59:[1:2];61:[1:16];67:[1:1];71:[1:11];73:[1:3];79:[1:8];83:[1:4];89:[1:15];97:[1:13];101:[1:4],1,1
3,51,8,51.8.a.e,-1,-1,0,-103,-1,2:[1:0];5:[1:0];7:[1:1];11:[1:0];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:1];71:[1:0];73:[1:1];79:[1:1];83:[1:0];89:[1:0];97:[1:1];101:[1:0],1,1
3,51,8,51.8.a.e,-3/2,1/2,2,-103,-1,2:[1:1];5:[1:2];7:[1:2];11:[1:0];13:[1:2];19:[1:1];23:[1:2];29:[1:0];31:[1:2];37:[1:2];41:[1:0];43:[1:2];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:2];71:[1:1];73:[1:0];79:[1:0];83:[1:1];89:[1:2];97:[1:1];101:[1:1],2,1
3,51,8,51.8.a.e,100000,4,3,-103,-1,2:[1:1:2];5:[1:0:1];7:[1:0];11:[1:1:2];13:[1:1:2];19:[1:0];23:[1:0:1];29:[1:0:1];31:[1:2:2];37:[1:2:2];41:[1:0:1];43:[1:0];47:[1:2:2];53:[1:1:2];59:[1:0:1];61:[1:2:2];67:[1:2];71:[1:2:2];73:[1:2:2];79:[1:0];83:[1:1:2];89:[1:0:1];97:[1:2:2];101:[1:0:1],1,2
17,51,8,51.8.a.e,0,0,0,-11,-1,2:[1:4];5:[1:8];7:[1:0];11:[1:11];13:[1:7];19:[1:5];23:[1:3];29:[1:0];31:[1:7];37:[1:10];41:[1:13];43:[1:14];47:[1:11];53:[1:2];59:[1:11];61:[1:15];67:[1:4];71:[1:14];73:[1:7];79:[1:2];83:[1:11];89:[1:12];97:[1:9];101:[1:15],2,1
17,51,8,51.8.a.e,0,1,1,-11,-1,2:[1:13];5:[1:12];7:[1:1];11:[1:10];13:[1:8];19:[1:14];23:[1:2];29:[1:1];31:[1:16];37:[1:14];41:[1:5];43:[1:6];47:[1:1];53:[1:8];59:[1:14];61:[1:3];67:[1:12];71:[1:9];73:[1:2];79:[1:2];83:[1:0];89:[1:6];97:[1:10];101:[1:7],1,1
17,51,8,51.8.a.e,-1,1,2,-11,-1,2:[1:11:15];5:[1:3:12];7:[1:7:15];11:[1:15:7];13:[1:10:5];19:[1:11:6];23:[1:16:2];29:[1:5:5];31:[1:15:13];37:[1:10:2];41:[1:6:16];43:[1:10:3];47:[1:0:6];53:[1:6:16];59:[1:8:6];61:[1:3:12];67:[1:4:9];71:[1:6:4];73:[1:16:7];79:[1:0:14];83:[1:12:16];89:[1:1:10];97:[1:7:3];101:[1:4:14],1,2
3,51,10,51.10.a.a,-2,-1,1,40,1,2:[1:0];5:[1:0];7:[1:1];11:[1:0];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:1];71:[1:0];73:[1:1];79:[1:1];83:[1:0];89:[1:0];97:[1:1];101:[1:0],1,1
3,51,10,51.10.a.a,-1,0,1,40,1,2:[1:1];5:[1:2];7:[1:2];11:[1:0];13:[1:2];19:[1:1];23:[1:2];29:[1:0];31:[1:2];37:[1:2];41:[1:0];43:[1:2];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:2];71:[1:1];73:[1:0];79:[1:0];83:[1:1];89:[1:2];97:[1:1];101:[1:1],1,1
3,51,10,51.10.a.a,-3,1,4,40,1,2:[1:1];5:[1:2];7:[1:2];11:[1:0];13:[1:2];19:[1:1];23:[1:2];29:[1:0];31:[1:2];37:[1:2];41:[1:0];43:[1:2];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:2];71:[1:1];73:[1:0];79:[1:0];83:[1:1];89:[1:2];97:[1:1];101:[1:1],1,1
3,51,10,51.10.a.a,-2,2,4,40,1,2:[1:1:2];5:[1:0:1];7:[1:0];11:[1:1:2];13:[1:1:2];19:[1:0];23:[1:0:1];29:[1:0:1];31:[1:2:2];37:[1:2:2];41:[1:0:1];43:[1:0];47:[1:2:2];53:[1:1:2];59:[1:0:1];61:[1:2:2];67:[1:2];71:[1:2:2];73:[1:2:2];79:[1:0];83:[1:1:2];89:[1:0:1];97:[1:2:2];101:[1:0:1],1,2
17,51,10,51.10.a.a,-3,1,4,8,1,2:[1:2];5:[1:12];7:[1:8];11:[1:14];13:[1:1];19:[1:12];23:[1:13];29:[1:7];31:[1:11];37:[1:8];41:[1:14];43:[1:1];47:[1:2];53:[1:6];59:[1:0];61:[1:6];67:[1:12];71:[1:0];73:[1:10];79:[1:1];83:[1:6];89:[1:10];97:[1:2];101:[1:5],1,1
17,51,10,51.10.a.a,-1,1,2,8,1,2:[1:3];5:[1:2];7:[1:11];11:[1:16];13:[1:12];19:[1:8];23:[1:4];29:[1:15];31:[1:12];37:[1:12];41:[1:0];43:[1:6];47:[1:2];53:[1:5];59:[1:15];61:[1:9];67:[1:1];71:[1:1];73:[1:9];79:[1:16];83:[1:11];89:[1:0];97:[1:7];101:[1:14],1,1
17,51,10,51.10.a.a,-2,1,3,8,1,2:[1:7];5:[1:3];7:[1:5];11:[1:6];13:[1:9];19:[1:14];23:[1:14];29:[1:7];31:[1:10];37:[1:15];41:[1:13];43:[1:3];47:[1:11];53:[1:14];59:[1:16];61:[1:7];67:[1:16];71:[1:16];73:[1:15];79:[1:3];83:[1:9];89:[1:9];97:[1:3];101:[1:13],1,1
17,51,10,51.10.a.a,0,1,1,8,1,2:[1:8];5:[1:1];7:[1:6];11:[1:2];13:[1:5];19:[1:12];23:[1:2];29:[1:5];31:[1:16];37:[1:5];41:[1:2];43:[1:11];47:[1:14];53:[1:2];59:[1:9];61:[1:5];67:[1:3];71:[1:16];73:[1:6];79:[1:11];83:[1:1];89:[1:5];97:[1:10];101:[1:14],1,1
17,51,10,51.10.a.a,-2,1,3,8,1,2:[1:12];5:[1:14];7:[1:5];11:[1:12];13:[1:6];19:[1:14];23:[1:3];29:[1:13];31:[1:15];37:[1:10];41:[1:7];43:[1:3];47:[1:14];53:[1:11];59:[1:6];61:[1:2];67:[1:16];71:[1:5];73:[1:3];79:[1:3];83:[1:16];89:[1:3];97:[1:8];101:[1:16],1,1
3,51,10,51.10.a.b,-2,2,4,8,-1,2:[1:0];5:[1:0];7:[1:1];11:[1:0];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:1];71:[1:0];73:[1:1];79:[1:1];83:[1:0];89:[1:0];97:[1:1];101:[1:0],1,1
3,51,10,51.10.a.b,-1,0,1,8,-1,2:[1:2];5:[1:1];7:[1:2];11:[1:0];13:[1:2];19:[1:1];23:[1:1];29:[1:0];31:[1:2];37:[1:2];41:[1:0];43:[1:2];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:2];71:[1:2];73:[1:0];79:[1:0];83:[1:2];89:[1:1];97:[1:1];101:[1:2],1,1
3,51,10,51.10.a.b,1,2,1,8,-1,2:[1:2];5:[1:1];7:[1:2];11:[1:0];13:[1:2];19:[1:1];23:[1:1];29:[1:0];31:[1:2];37:[1:2];41:[1:0];43:[1:2];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:2];71:[1:2];73:[1:0];79:[1:0];83:[1:2];89:[1:1];97:[1:1];101:[1:2],1,1
3,51,10,51.10.a.b,-2,-1,1,8,-1,2:[1:2:2];5:[1:0:1];7:[1:0];11:[1:2:2];13:[1:1:2];19:[1:0];23:[1:0:1];29:[1:0:1];31:[1:2:2];37:[1:2:2];41:[1:0:1];43:[1:0];47:[1:1:2];53:[1:2:2];59:[1:0:1];61:[1:2:2];67:[1:2];71:[1:1:2];73:[1:2:2];79:[1:0];83:[1:2:2];89:[1:0:1];97:[1:2:2];101:[1:0:1],1,2
17,51,10,51.10.a.b,-3,0,3,28,-1,2:[1:5];5:[1:5];7:[1:6];11:[1:7];13:[1:8];19:[1:2];23:[1:13];29:[1:4];31:[1:9];37:[1:1];41:[1:11];43:[1:4];47:[1:2];53:[1:13];59:[1:16];61:[1:0];67:[1:2];71:[1:0];73:[1:14];79:[1:9];83:[1:8];89:[1:3];97:[1:4];101:[1:11],1,1
17,51,10,51.10.a.b,0,3,3,28,-1,2:[1:9];5:[1:9];7:[1:7];11:[1:8];13:[1:2];19:[1:11];23:[1:12];29:[1:12];31:[1:3];37:[1:8];41:[1:1];43:[1:3];47:[1:13];53:[1:16];59:[1:10];61:[1:13];67:[1:5];71:[1:10];73:[1:10];79:[1:5];83:[1:0];89:[1:7];97:[1:1];101:[1:10],1,1
17,51,10,51.10.a.b,-3,1,4,28,-1,2:[1:16];5:[1:0];7:[1:16];11:[1:1];13:[1:15];19:[1:4];23:[1:16];29:[1:0];31:[1:16];37:[1:2];41:[1:15];43:[1:4];47:[1:8];53:[1:11];59:[1:12];61:[1:15];67:[1:5];71:[1:3];73:[1:0];79:[1:16];83:[1:5];89:[1:10];97:[1:4];101:[1:6],1,1
17,51,10,51.10.a.b,-1,1,2,28,-1,2:[1:5:9];5:[1:15:11];7:[1:15:4];11:[1:12:14];13:[1:11:12];19:[1:5:7];23:[1:11:4];29:[1:9:6];31:[1:6:15];37:[1:13:1];41:[1:8:2];43:[1:5:5];47:[1:0:11];53:[1:12:13];59:[1:13:10];61:[1:13:10];67:[1:13:9];71:[1:1:2];73:[1:12:5];79:[1:0:11];83:[1:10:13];89:[1:4:7];97:[1:16:7];101:[1:13:14],1,2
3,51,10,51.10.a.c,-2,1,3,29,-1,2:[1:0];5:[1:0];7:[1:1];11:[1:0];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:1];71:[1:0];73:[1:1];79:[1:1];83:[1:0];89:[1:0];97:[1:1];101:[1:0],1,1
3,51,10,51.10.a.c,-3,1,4,29,-1,2:[1:1];5:[1:2];7:[1:2];11:[1:0];13:[1:2];19:[1:1];23:[1:2];29:[1:0];31:[1:2];37:[1:2];41:[1:0];43:[1:2];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:2];71:[1:1];73:[1:0];79:[1:0];83:[1:1];89:[1:2];97:[1:1];101:[1:1],1,1
3,51,10,51.10.a.c,-1,0,1,29,-1,2:[1:1];5:[1:2];7:[1:2];11:[1:0];13:[1:2];19:[1:1];23:[1:2];29:[1:0];31:[1:2];37:[1:2];41:[1:0];43:[1:2];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:2];71:[1:1];73:[1:0];79:[1:0];83:[1:1];89:[1:2];97:[1:1];101:[1:1],1,1
3,51,10,51.10.a.c,-1,-1,0,29,-1,2:[1:1:2];5:[1:0:1];7:[1:0];11:[1:1:2];13:[1:1:2];19:[1:0];23:[1:0:1];29:[1:0:1];31:[1:2:2];37:[1:2:2];41:[1:0:1];43:[1:0];47:[1:2:2];53:[1:1:2];59:[1:0:1];61:[1:2:2];67:[1:2];71:[1:2:2];73:[1:2:2];79:[1:0];83:[1:1:2];89:[1:0:1];97:[1:2:2];101:[1:0:1],1,2
3,51,10,51.10.a.c,-2,0,2,29,-1,2:[1:1:2];5:[1:0:1];7:[1:0];11:[1:1:2];13:[1:1:2];19:[1:0];23:[1:0:1];29:[1:0:1];31:[1:2:2];37:[1:2:2];41:[1:0:1];43:[1:0];47:[1:2:2];53:[1:1:2];59:[1:0:1];61:[1:2:2];67:[1:2];71:[1:2:2];73:[1:2:2];79:[1:0];83:[1:1:2];89:[1:0:1];97:[1:2:2];101:[1:0:1],1,2
17,51,10,51.10.a.c,-3,0,3,1,1,2:[1:5];5:[1:5];7:[1:6];11:[1:7];13:[1:8];19:[1:2];23:[1:13];29:[1:4];31:[1:9];37:[1:1];41:[1:11];43:[1:4];47:[1:2];53:[1:13];59:[1:16];61:[1:0];67:[1:2];71:[1:0];73:[1:14];79:[1:9];83:[1:8];89:[1:3];97:[1:4];101:[1:11],1,1
17,51,10,51.10.a.c,0,0,0,1,1,2:[1:8];5:[1:6];7:[1:0];11:[1:2];13:[1:6];19:[1:10];23:[1:1];29:[1:0];31:[1:13];37:[1:13];41:[1:6];43:[1:7];47:[1:7];53:[1:4];59:[1:3];61:[1:14];67:[1:13];71:[1:8];73:[1:1];79:[1:5];83:[1:12];89:[1:14];97:[1:6];101:[1:2],2,1
17,51,10,51.10.a.c,0,1,1,1,1,2:[1:9];5:[1:9];7:[1:7];11:[1:8];13:[1:2];19:[1:11];23:[1:12];29:[1:12];31:[1:3];37:[1:8];41:[1:1];43:[1:3];47:[1:13];53:[1:16];59:[1:10];61:[1:13];67:[1:5];71:[1:10];73:[1:10];79:[1:5];83:[1:0];89:[1:7];97:[1:1];101:[1:10],1,1
17,51,10,51.10.a.c,-3,1,4,1,1,2:[1:16];5:[1:0];7:[1:16];11:[1:1];13:[1:15];19:[1:4];23:[1:16];29:[1:0];31:[1:16];37:[1:2];41:[1:15];43:[1:4];47:[1:8];53:[1:11];59:[1:12];61:[1:15];67:[1:5];71:[1:3];73:[1:0];79:[1:16];83:[1:5];89:[1:10];97:[1:4];101:[1:6],1,1
17,51,10,51.10.a.c,-1,1,2,1,1,2:[1:5:9];5:[1:15:11];7:[1:15:4];11:[1:12:14];13:[1:11:12];19:[1:5:7];23:[1:11:4];29:[1:9:6];31:[1:6:15];37:[1:13:1];41:[1:8:2];43:[1:5:5];47:[1:0:11];53:[1:12:13];59:[1:13:10];61:[1:13:10];67:[1:13:9];71:[1:1:2];73:[1:12:5];79:[1:0:11];83:[1:10:13];89:[1:4:7];97:[1:16:7];101:[1:13:14],1,2
3,51,10,51.10.a.d,-1,-1,0,1,1,2:[1:0];5:[1:0];7:[1:1];11:[1:0];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:1];71:[1:0];73:[1:1];79:[1:1];83:[1:0];89:[1:0];97:[1:1];101:[1:0],1,2
3,51,10,51.10.a.d,-2,0,2,1,1,2:[1:0];5:[1:0];7:[1:1];11:[1:0];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:1];71:[1:0];73:[1:1];79:[1:1];83:[1:0];89:[1:0];97:[1:1];101:[1:0],1,1
3,51,10,51.10.a.d,-1,0,1,1,1,2:[1:2];5:[1:1];7:[1:2];11:[1:0];13:[1:2];19:[1:1];23:[1:1];29:[1:0];31:[1:2];37:[1:2];41:[1:0];43:[1:2];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:2];71:[1:2];73:[1:0];79:[1:0];83:[1:2];89:[1:1];97:[1:1];101:[1:2],1,2
3,51,10,51.10.a.d,-2,-1,1,1,1,2:[1:2:2];5:[1:0:1];7:[1:0];11:[1:2:2];13:[1:1:2];19:[1:0];23:[1:0:1];29:[1:0:1];31:[1:2:2];37:[1:2:2];41:[1:0:1];43:[1:0];47:[1:1:2];53:[1:2:2];59:[1:0:1];61:[1:2:2];67:[1:2];71:[1:1:2];73:[1:2:2];79:[1:0];83:[1:2:2];89:[1:0:1];97:[1:2:2];101:[1:0:1],1,2
17,51,10,51.10.a.d,0,0,0,5,-1,2:[1:0];5:[1:12];7:[1:16];11:[1:12];13:[1:1];19:[1:16];23:[1:15];29:[1:7];31:[1:8];37:[1:1];41:[1:12];43:[1:10];47:[1:6];53:[1:11];59:[1:6];61:[1:2];67:[1:4];71:[1:14];73:[1:8];79:[1:6];83:[1:11];89:[1:0];97:[1:4];101:[1:0],1,1
17,51,10,51.10.a.d,-3,1,4,5,-1,2:[1:2];5:[1:12];7:[1:8];11:[1:14];13:[1:1];19:[1:12];23:[1:13];29:[1:7];31:[1:11];37:[1:8];41:[1:14];43:[1:1];47:[1:2];53:[1:6];59:[1:0];61:[1:6];67:[1:12];71:[1:0];73:[1:10];79:[1:1];83:[1:6];89:[1:10];97:[1:2];101:[1:5],1,1
17,51,10,51.10.a.d,0,1,1,5,-1,2:[1:3];5:[1:7];7:[1:2];11:[1:3];13:[1:3];19:[1:3];23:[1:6];29:[1:1];31:[1:9];37:[1:16];41:[1:2];43:[1:10];47:[1:3];53:[1:3];59:[1:9];61:[1:7];67:[1:0];71:[1:16];73:[1:7];79:[1:3];83:[1:16];89:[1:12];97:[1:1];101:[1:0],1,1
17,51,10,51.10.a.d,-1,1,2,5,-1,2:[1:3];5:[1:2];7:[1:11];11:[1:16];13:[1:12];19:[1:8];23:[1:4];29:[1:15];31:[1:12];37:[1:12];41:[1:0];43:[1:6];47:[1:2];53:[1:5];59:[1:15];61:[1:9];67:[1:1];71:[1:1];73:[1:9];79:[1:16];83:[1:11];89:[1:0];97:[1:7];101:[1:14],1,1
17,51,10,51.10.a.d,-2,1,3,5,-1,2:[1:7];5:[1:3];7:[1:5];11:[1:6];13:[1:9];19:[1:14];23:[1:14];29:[1:7];31:[1:10];37:[1:15];41:[1:13];43:[1:3];47:[1:11];53:[1:14];59:[1:16];61:[1:7];67:[1:16];71:[1:16];73:[1:15];79:[1:3];83:[1:9];89:[1:9];97:[1:3];101:[1:13],1,1
17,51,10,51.10.a.d,0,1,1,5,-1,2:[1:8];5:[1:1];7:[1:6];11:[1:2];13:[1:5];19:[1:12];23:[1:2];29:[1:5];31:[1:16];37:[1:5];41:[1:2];43:[1:11];47:[1:14];53:[1:2];59:[1:9];61:[1:5];67:[1:3];71:[1:16];73:[1:6];79:[1:11];83:[1:1];89:[1:5];97:[1:10];101:[1:14],1,1
17,51,10,51.10.a.d,-2,1,3,5,-1,2:[1:12];5:[1:14];7:[1:5];11:[1:12];13:[1:6];19:[1:14];23:[1:3];29:[1:13];31:[1:15];37:[1:10];41:[1:7];43:[1:3];47:[1:14];53:[1:11];59:[1:6];61:[1:2];67:[1:16];71:[1:5];73:[1:3];79:[1:3];83:[1:16];89:[1:3];97:[1:8];101:[1:16],1,1
3,51,12,51.12.a.a,-1,1,2,-7,-1,2:[1:0];5:[1:0];7:[1:1];11:[1:0];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:1];71:[1:0];73:[1:1];79:[1:1];83:[1:0];89:[1:0];97:[1:1];101:[1:0],1,1
3,51,12,51.12.a.a,-3,-1,2,-7,-1,2:[1:2];5:[1:1];7:[1:2];11:[1:0];13:[1:2];19:[1:1];23:[1:1];29:[1:0];31:[1:2];37:[1:2];41:[1:0];43:[1:2];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:2];71:[1:2];73:[1:0];79:[1:0];83:[1:2];89:[1:1];97:[1:1];101:[1:2],2,1
3,51,12,51.12.a.a,-1,-1,0,-7,-1,2:[1:2];5:[1:1];7:[1:2];11:[1:0];13:[1:2];19:[1:1];23:[1:1];29:[1:0];31:[1:2];37:[1:2];41:[1:0];43:[1:2];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:2];71:[1:2];73:[1:0];79:[1:0];83:[1:2];89:[1:1];97:[1:1];101:[1:2],1,1
3,51,12,51.12.a.a,-4,1,5,-7,-1,2:[1:2:2];5:[1:0:1];7:[1:0];11:[1:2:2];13:[1:1:2];19:[1:0];23:[1:0:1];29:[1:0:1];31:[1:2:2];37:[1:2:2];41:[1:0:1];43:[1:0];47:[1:1:2];53:[1:2:2];59:[1:0:1];61:[1:2:2];67:[1:2];71:[1:1:2];73:[1:2:2];79:[1:0];83:[1:2:2];89:[1:0:1];97:[1:2:2];101:[1:0:1],1,2
17,51,12,51.12.a.a,0,1,1,-8,1,2:[1:1];5:[1:11];7:[1:15];11:[1:3];13:[1:9];19:[1:5];23:[1:4];29:[1:8];31:[1:8];37:[1:7];41:[1:7];43:[1:10];47:[1:16];53:[1:15];59:[1:12];61:[1:11];67:[1:12];71:[1:13];73:[1:16];79:[1:4];83:[1:0];89:[1:11];97:[1:12];101:[1:7],1,1
17,51,12,51.12.a.a,-4,0,4,-8,1,2:[1:4];5:[1:8];7:[1:12];11:[1:16];13:[1:13];19:[1:7];23:[1:7];29:[1:1];31:[1:16];37:[1:10];41:[1:4];43:[1:9];47:[1:9];53:[1:12];59:[1:0];61:[1:8];67:[1:5];71:[1:0];73:[1:1];79:[1:6];83:[1:5];89:[1:6];97:[1:10];101:[1:12],1,1
17,51,12,51.12.a.a,-3,1,4,-8,1,2:[1:10];5:[1:8];7:[1:8];11:[1:9];13:[1:2];19:[1:4];23:[1:10];29:[1:14];31:[1:7];37:[1:3];41:[1:9];43:[1:2];47:[1:9];53:[1:9];59:[1:9];61:[1:0];67:[1:15];71:[1:0];73:[1:2];79:[1:14];83:[1:1];89:[1:12];97:[1:14];101:[1:6],1,1
17,51,12,51.12.a.a,-3,1,4,-8,1,2:[1:15];5:[1:0];7:[1:10];11:[1:11];13:[1:8];19:[1:8];23:[1:11];29:[1:0];31:[1:3];37:[1:6];41:[1:3];43:[1:2];47:[1:2];53:[1:5];59:[1:11];61:[1:14];67:[1:12];71:[1:9];73:[1:0];79:[1:6];83:[1:7];89:[1:6];97:[1:14];101:[1:11],1,1
17,51,12,51.12.a.a,-1,1,2,-8,1,2:[1:10:2];5:[1:7:3];7:[1:3:9];11:[1:13:11];13:[1:7:5];19:[1:10:11];23:[1:15:8];29:[1:6:14];31:[1:16:16];37:[1:5:9];41:[1:5:13];43:[1:11:14];47:[1:0:6];53:[1:7:1];59:[1:2:11];61:[1:11:14];67:[1:4:9];71:[1:3:1];73:[1:9:6];79:[1:0:5];83:[1:14:1];89:[1:16:10];97:[1:5:5];101:[1:4:14],1,2
3,51,12,51.12.a.b,-4,2,6,-8,1,2:[1:0];5:[1:0];7:[1:1];11:[1:0];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:1];71:[1:0];73:[1:1];79:[1:1];83:[1:0];89:[1:0];97:[1:1];101:[1:0],1,1
3,51,12,51.12.a.b,-4,1,5,-8,1,2:[1:0];5:[1:0];7:[1:1];11:[1:0];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:1];71:[1:0];73:[1:1];79:[1:1];83:[1:0];89:[1:0];97:[1:1];101:[1:0],1,1
3,51,12,51.12.a.b,-3/2,0,3/2,-8,1,2:[1:1];5:[1:2];7:[1:2];11:[1:0];13:[1:2];19:[1:1];23:[1:2];29:[1:0];31:[1:2];37:[1:2];41:[1:0];43:[1:2];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:2];71:[1:1];73:[1:0];79:[1:0];83:[1:1];89:[1:2];97:[1:1];101:[1:1],2,1
3,51,12,51.12.a.b,-6,1,7,-8,1,2:[1:1];5:[1:2];7:[1:2];11:[1:0];13:[1:2];19:[1:1];23:[1:2];29:[1:0];31:[1:2];37:[1:2];41:[1:0];43:[1:2];47:[1:0];53:[1:0];59:[1:0];61:[1:1];67:[1:2];71:[1:1];73:[1:0];79:[1:0];83:[1:1];89:[1:2];97:[1:1];101:[1:1],1,1
3,51,12,51.12.a.b,-1,1,2,-8,1,2:[1:1:2];5:[1:0:1];7:[1:0];11:[1:1:2];13:[1:1:2];19:[1:0];23:[1:0:1];29:[1:0:1];31:[1:2:2];37:[1:2:2];41:[1:0:1];43:[1:0];47:[1:2:2];53:[1:1:2];59:[1:0:1];61:[1:2:2];67:[1:2];71:[1:2:2];73:[1:2:2];79:[1:0];83:[1:1:2];89:[1:0:1];97:[1:2:2];101:[1:0:1],1,2
17,51,12,51.12.a.b,-3,1,4,-7,-1,2:[1:4];5:[1:9];7:[1:5];11:[1:1];13:[1:13];19:[1:7];23:[1:10];29:[1:16];31:[1:1];37:[1:7];41:[1:13];43:[1:9];47:[1:9];53:[1:12];59:[1:0];61:[1:9];67:[1:5];71:[1:0];73:[1:16];79:[1:11];83:[1:5];89:[1:6];97:[1:7];101:[1:12],1,1
17,51,12,51.12.a.b,-1,1,2,-7,-1,2:[1:6];5:[1:10];7:[1:9];11:[1:6];13:[1:3];19:[1:16];23:[1:7];29:[1:10];31:[1:15];37:[1:2];41:[1:0];43:[1:3];47:[1:9];53:[1:10];59:[1:1];61:[1:5];67:[1:16];71:[1:3];73:[1:11];79:[1:6];83:[1:12];89:[1:0];97:[1:16];101:[1:3],1,1
17,51,12,51.12.a.b,-2,1,3,-7,-1,2:[1:7];5:[1:2];7:[1:1];11:[1:13];13:[1:10];19:[1:11];23:[1:1];29:[1:3];31:[1:6];37:[1:13];41:[1:15];43:[1:10];47:[1:12];53:[1:5];59:[1:14];61:[1:3];67:[1:1];71:[1:15];73:[1:15];79:[1:16];83:[1:2];89:[1:12];97:[1:11];101:[1:1],1,1
17,51,12,51.12.a.b,-4,1,5,-7,-1,2:[1:10];5:[1:9];7:[1:9];11:[1:8];13:[1:2];19:[1:4];23:[1:7];29:[1:3];31:[1:10];37:[1:14];41:[1:8];43:[1:2];47:[1:9];53:[1:9];59:[1:9];61:[1:0];67:[1:15];71:[1:0];73:[1:15];79:[1:3];83:[1:1];89:[1:12];97:[1:3];101:[1:6],1,1
17,51,12,51.12.a.b,-2,0,2,-7,-1,2:[1:14];5:[1:15];7:[1:1];11:[1:15];13:[1:15];19:[1:11];23:[1:16];29:[1:16];31:[1:4];37:[1:11];41:[1:6];43:[1:10];47:[1:7];53:[1:11];59:[1:9];61:[1:2];67:[1:1];71:[1:14];73:[1:7];79:[1:16];83:[1:16];89:[1:2];97:[1:2];101:[1:4],1,1
17,51,12,51.12.a.b,-4,0,4,-7,-1,2:[1:15];5:[1:0];7:[1:7];11:[1:6];13:[1:8];19:[1:8];23:[1:6];29:[1:0];31:[1:14];37:[1:11];41:[1:14];43:[1:2];47:[1:2];53:[1:5];59:[1:11];61:[1:3];67:[1:12];71:[1:8];73:[1:0];79:[1:11];83:[1:7];89:[1:6];97:[1:3];101:[1:11],1,1
